Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
Memorial Sloan Kettering Cancer Center,40.764001,-73.956077,"1275 York Ave (btwn 67th & 68th St), New York, NY 10065",New York,Lenox Hill,Internal Medicine Doctor
Fundaro Charles DC,40.592516,-74.101166,"1523 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Internal Medicine Doctor
Family Dental Care,40.625467,-74.029999,"8301 3rd Ave, Brooklyn, NY 11209",Brooklyn,Bayridge,Internal Medicine Doctor
Dr. Michele Menichella Chiropractic Office,40.63437,-74.110839,"323 Oakland Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Internal Medicine Doctor
"Singh, Kuldeep Vascular Surgery at Staten Island University Hospital",40.583441,-74.0849,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Internal Medicine Doctor
Quest Diagnostics,40.611185,-74.119104,"78 Todt Hill Rd, Staten Island, NY 10314",Staten Island,Castleton Corners,Internal Medicine Doctor
Abreu Built Bracing,40.644773,-74.236464,"1517 Pennsylvania Ave, Linden, NJ 07036",Linden,Mravlag Manor,Internal Medicine Doctor
Regional Radiology,40.635181,-74.106907,"360 Bard Ave (at Castleton Ave), Staten Island, NY 10310",Staten Island,Randall Manor,Internal Medicine Doctor
Tribeca Pediatrics,40.640529,-73.965542,"1322 Cortelyou Rd (Rugby Road), Brooklyn, NY 11226",Brooklyn,Beverly Square West,Internal Medicine Doctor
R & I Dental,40.68369,-73.84741,"9302 101st Ave, Ozone Park, NY 11416",Ozone Park,Woodhaven,Internal Medicine Doctor
Hina Drugs,40.665061,-73.922721,"4 Sutter Ave, Brooklyn, NY 11212",Brooklyn,Weeksville,Internal Medicine Doctor
Best Medical,40.610662,-73.958377,"1599 E 15th St, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Internal Medicine Doctor
Guarnaccia Gary J MD PC,40.71874,-73.836766,"11203 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Internal Medicine Doctor
Sanford Manor Home Care Agency,40.757376,-73.82571,"14040 Sanford Ave (btw Old Ln & Union St), Flushing, NY 11355",Flushing,Flushing,Internal Medicine Doctor
Medex Healthcare Multispecialty Center,40.719039,-73.837737,"11129 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Internal Medicine Doctor
The Veterinarian At Co,40.746625,-73.941794,"2719 44th Dr (21st street), Long Island City, NY 11101",Long Island City,Hunters Point,Internal Medicine Doctor
Eduardo Belandria,40.84948,-73.937287,"706 W 180th St, New York, NY 10033",New York,Fort George,Internal Medicine Doctor
University Nursing Home,40.864838,-73.901929,"2505 Grand Ave, Bronx, NY 10468",Bronx,Fordham,Internal Medicine Doctor
Sridevi Pinnamaneni,40.817379,-73.923771,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Internal Medicine Doctor
Milstein Hospital Building,40.841437,-73.943194,"177 Fort Washington Ave, New York, NY 10032",New York,Uptown,Internal Medicine Doctor
Mount Sinai West Care Medical Associates,40.780247,-73.975947,"50 W 77th St (Columbus Ave), New York, NY 10024",New York,Lincoln Square,Internal Medicine Doctor
Mount Sinai - Union Square,40.734661,-73.98954,"10 Union Sq E (btwn E 14th & E15th St), New York, NY 10003",New York,Downtown,Internal Medicine Doctor
Manhattan Specialty Care,40.740528,-73.994006,"55 W 17th St, New York, NY 10011",New York,Chelsea,Internal Medicine Doctor
New York Presbyterian Hospital Weill Cornell Medical Center,40.764536,-73.954013,"525 E 68th St (at York Ave), New York, NY 10065",New York,Lenox Hill,Internal Medicine Doctor
Neighborhood Natural Medicine,40.710225,-73.949523,"30 Maujer St, Brooklyn, NY 11206",Brooklyn,South Side,Internal Medicine Doctor
NYU Langone Preston Robert Tisch Center for Men's Health,40.761223,-73.972933,"555 Madison Ave (55th Street), New York, NY 10022",New York,East Side,Internal Medicine Doctor
Sameday Testing,40.761666,-73.964475,"243 E 60th St, New York, NY 10022",New York,Lenox Hill,Internal Medicine Doctor
Queens Adult Care Center,40.74108,-73.88416,"8008 45th Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Internal Medicine Doctor
Chai Urgent Care,40.698655,-73.956713,"735 Bedford Ave, Brooklyn, NY 11205",Brooklyn,Williamsburg,Internal Medicine Doctor
Veterinary Emergency & Referral Group,40.678328,-73.982794,"196 4th Ave, New York, NY 11217",New York,Fort Greene,Internal Medicine Doctor
Park Slope Dental Arts,40.670249,-73.978554,"506 3rd St, New York, NY 11215",New York,Park Slope,Internal Medicine Doctor
Woodhaven-Richmond Hill Volunteer Ambulance Corps,40.691994,-73.863937,"7815 Jamaica Ave (78 St), Woodhaven, NY 11421",Woodhaven,Woodhaven,Internal Medicine Doctor
Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Internal Medicine Doctor
Aadobe Pet Hospital,40.626203,-74.132892,"1294 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Internal Medicine Doctor
Digestive Liver Disease Center,40.611434,-74.098817,"5 Little Clove Rd, Staten Island, NY 10301",Staten Island,Stapleton,Internal Medicine Doctor
Core Physical Therapy,40.542959,-74.175785,"44 Jeanette Ave, Staten Island, NY 10312",Staten Island,Annadale,Internal Medicine Doctor
New York Blood Center,40.578365,-74.168957,"2791 Richmond Ave (Pergament Mall - Above Verizon Wireless), Staten Island, NY 10314",Staten Island,New Springville,Internal Medicine Doctor
Gupta Gastro Associates - Brooklyn Gastroenterology,40.607578,-73.982861,"130 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Internal Medicine Doctor
Wachtel Nina,40.725698,-73.845092,"10828 68th Dr, Forest Hills, NY 11375",Forest Hills,Forest Hills,Internal Medicine Doctor
Polonskiy Naum DVM - Perth Amboy Animal Hospital,40.506978,-74.265335,"276 High St, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Internal Medicine Doctor
Hunter Vision Center,40.756921,-73.828708,"4157 Main St (Sanford Ave & Main St), Flushing, NY 11355",Flushing,Flushing,Internal Medicine Doctor
Four Seasons Nursing & Rehabilitation Center,40.642782,-73.899176,"1555 Rockaway Pkwy, Brooklyn, NY 11236",Brooklyn,Canarsie,Internal Medicine Doctor
American Dental Centers,40.863349,-73.896882,"2535 Grand Concourse, Bronx, NY 10468",Bronx,Fordham,Internal Medicine Doctor
Quality Control Optics,40.892631,-73.855572,"754 E 233rd St, Bronx, NY 10466",Bronx,Williamsbridge,Internal Medicine Doctor
Isabella Geriatric Center,40.854551,-73.927369,"515 Audubon Ave, New York, NY 10040",New York,Fort George,Internal Medicine Doctor
Park Slope Dental Aesthetics,40.673806,-73.974594,"836 Union St (7th Avenue), Brooklyn, NY 11215",Brooklyn,Park Slope,Internal Medicine Doctor
NYC Retina,40.732145,-73.994768,"20 E 9th St (University Pl), New York, NY 10003",New York,Downtown,Internal Medicine Doctor
Belle Harbor Manor,40.577524,-73.845051,"209 Beach 125th St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Internal Medicine Doctor
Lempel Herbert S,40.617302,-73.731137,"135 Rockaway Tpke, Lawrence, NY 11559",Lawrence,Far Rockaway,Internal Medicine Doctor
Mount Sinai Doctors - East 34th Street,40.747544,-73.981966,"55 E 34th St (btwn Madison & Park Ave), New York, NY 10016",New York,East Side,Internal Medicine Doctor
Home Care,40.6314,-74.118689,"117 Caroline St, Staten Island, NY 10310",Staten Island,West New Brighton,Internal Medicine Doctor
NYC Health + Hospitals/Jacobi,40.855915,-73.84618,"1400 Pelham Pkwy S (at Eastchester Rd), Bronx, NY 10461",Bronx,Pelham Parkway,Hospital
All Med Medical,40.899422,-73.858404,"4377 Bronx Blvd (Neried Ave), Bronx, NY 10466",Bronx,Wakefield,Hospital
Mobile Health,40.862049,-73.897009,"2488 Grand Concourse, Bronx, NY 10458",Bronx,Fordham,Hospital
Englewood Hospital and Medical Center,40.881055,-73.952772,"700 E Palisade Ave, Englewood Cliffs, NJ 07632",Englewood Cliffs,Spuyten Duyvil,Hospital
NYC Ems 19C CSL,40.850222,-73.915387,"W Tremont Ave, Bronx, NY 10453",Bronx,Morris Heights,Hospital
New York Liberty Dental,40.930875,-73.890023,"121 Beech St, Yonkers, NY 10701",Yonkers,Fildston,Hospital
Mosholu Medical Group,40.9055,-73.899026,"5750 Mosholu Ave, Bronx, NY 10471",Bronx,Fildston,Hospital
Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Hospital
Rosello Chiropractic Offices,40.839356,-73.836873,"3040 E Tremont Ave, Bronx, NY 10461",Bronx,Schuylerville,Hospital
Evydent Dentistry PC,40.867551,-73.924054,"29 Cooper St (btwn W 204th St and Academy St.), New York, NY 10034",New York,Fort George,Hospital
Milstein Hospital Building,40.841437,-73.943194,"177 Fort Washington Ave, New York, NY 10032",New York,Uptown,Hospital
Medalliance Medical Health Services,40.858341,-73.883869,"625 E Fordham Rd (Arthur Ave), Bronx, NY 10458",Bronx,Belmont,Hospital
"Mount Sinai Doctors-Inwood, Urgent Care",40.868983,-73.916883,"5030 Broadway, New York, NY 10034",New York,Inwood,Hospital
Essen Medical Associates,40.845846,-73.921524,"1550 Dr Martin L King Jr Blvd, New York, NY 10452",New York,Morris Heights,Hospital
Mount Sinai Morningside Main Hospital Entrance,40.805632,-73.961413,"1111 Amsterdam Ave (at West 114th St.), New York, NY 10025",New York,Harlem,Hospital
Maternal Fetal Medicine Associates,40.782986,-73.956341,"70 E 90th St, New York, NY 10128",New York,Carnegie Hill,Hospital
"LIC Optometry, PC",40.767376,-73.938612,"3250 Vernon Blvd (Broadway), Long Island City, NY 11106",Long Island City,Astoria South,Hospital
"Culmine, John Montefiore Medical Group Bronx East",40.835132,-73.84779,"2300 Westchester Ave, Bronx, NY 10462",Bronx,Parkchester,Hospital
Bronx Lebanon Hospital,40.843716,-73.912166,"1645 Grand Concourse (at Mt. Eden Ave.), Bronx, NY 10452",Bronx,Concourse,Hospital
Callen Lorde Community Health Center,40.8221,-73.910609,"3144 3rd Ave, Bronx, NY 10451",Bronx,Melrose,Hospital
Providence Rest,40.837426,-73.817334,"3304 Waterbury Ave, Bronx, NY 10465",Bronx,Schuvilerville,Hospital
Montefiore Medical Center,40.852702,-73.838755,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Hospital
Jacquelyn B Afari,40.861627,-73.86972,"2409 Barker Ave, Bronx, NY 10467",Bronx,Allerton,Hospital
Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Hospital
Metro Optics Eyewear - Throggs Neck,40.823466,-73.83735,"815 Hutchinson River Pkwy, Bronx, NY 10465",Bronx,Castle Hill,Hospital
Pavlona Tatiana MD,40.864796,-73.928109,"4738 Broadway, New York, NY 10040",New York,Fort George,Hospital
Mendoza,40.885061,-73.87864,"9 E 213th St, Bronx, NY 10467",Bronx,Norwood,Hospital
Woodlawn Medical Associates PC,40.877442,-73.88484,"3224 Grand Concourse, Bronx, NY 10458",Bronx,Norwood,Hospital
Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Hospital
Physicians Medical Rehabilitation Associates,40.852191,-73.829195,"3225 Westchester Ave, Bronx, NY 10461",Bronx,Hillside,Hospital
University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Hospital
Medina Emma MD,40.851057,-73.850206,"1165 Morris Park Ave, Bronx, NY 10461",Bronx,Pelham Parkway,Hospital
Bay Park Nursing Rehab,40.879583,-73.829172,"801 Co Op City Blvd, Bronx, NY 10475",Bronx,Coop City,Hospital
Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Hospital
Gramercy Cardiac Diagnostic Services,40.854795,-73.843513,"2050 Eastchester Rd, Bronx, NY 10461",Bronx,Hillside,Hospital
Bronx Rhio,40.85949,-73.868766,"2275 Olinville Ave, Bronx, NY 10467",Bronx,Bronxdale,Hospital
Tong Shiwei MD,40.639476,-73.998488,"4802 10th Ave, Brooklyn, NY 11219",Brooklyn,Kensington,Hospital
Tribeca Pediatrics,40.640529,-73.965542,"1322 Cortelyou Rd (Rugby Road), Brooklyn, NY 11226",Brooklyn,Beverly Square West,Hospital
NYU Langone Preston Robert Tisch Center for Men's Health,40.761223,-73.972933,"555 Madison Ave (55th Street), New York, NY 10022",New York,East Side,Hospital
"Chiu, Gregorio Dr - Advantagecare Physicians Kings Highway Medical Office",40.604736,-73.942386,"3245 Nostrand Ave (at Avenue S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Hospital
Sheepshead Bay Veterinary Group,40.600133,-73.943564,"2806 Avenue U (at 28th St.), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Hospital
Rehabilitation Associates of Brooklyn,40.611374,-73.953913,"2072 Ocean Ave, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Hospital
Pediatric Ophthalmic Conslnts,40.631396,-73.986493,"1552 49th St, Brooklyn, NY 11219",Brooklyn,Kensington,Hospital
Kings County Hospital Center,40.656692,-73.943545,"451 Clarkson Ave, Brooklyn, NY 11203",Brooklyn,Rugby,Hospital
"Lew, Mark Dr - Mark B Lew, Md Pediatric Center",40.633552,-73.950502,"2704 Glenwood Rd, Brooklyn, NY 11210",Brooklyn,Flatbush,Hospital
Veterinary Emergency & Referral Group,40.678328,-73.982794,"196 4th Ave, New York, NY 11217",New York,Fort Greene,Hospital
Brooklyn Hospital Labor & Delivery,40.69048,-73.977991,"Dekalb Ave, Brooklyn, NY 11201",Brooklyn,Clinton Hill,Hospital
University Orthopaedic Associates - Downstate Medical Center,40.656186,-73.948364,"760 Parkside Ave, Brooklyn, NY 11226",Brooklyn,Prospect,Hospital
Park Slope Dental,40.669385,-73.976645,"300 8th Ave (3rd. St), Brooklyn, NY 11215",Brooklyn,Park Slope,Hospital
Tribeca Pediatrics,40.66021,-73.99499,"5TH Ave (23rd And 24th), Brooklyn, NY 11232",Brooklyn,South Brooklyn,Hospital
Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Hospital
NYC Health + Hospitals/Gotham Health,40.694999,-73.976379,"100 N Portland Ave, Brooklyn, NY 11205",Brooklyn,Downtown Brooklyn,Hospital
Woodhull Medical And Mental Health Center,40.699519,-73.942567,"760 Broadway (at Flushing Ave.), Brooklyn, NY 11206",Brooklyn,Ord-Stuyvesant,Hospital
Kings County Behavioral Health Center,40.656347,-73.946365,"New York, NY 11203",New York,Prospect,Hospital
Hina Drugs,40.665061,-73.922721,"4 Sutter Ave, Brooklyn, NY 11212",Brooklyn,Weeksville,Hospital
Sunshine Medical PC,40.642152,-73.902638,"9408 Flatlands Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Hospital
X Collado Dental Center,40.679902,-73.860443,"10105 77th St, Ozone Park, NY 11416",Ozone Park,City Line,Hospital
Paul Jay Cooper Mental Health,40.66279,-73.933141,"887A E New York Ave, Brooklyn, NY 11203",Brooklyn,Wingate,Hospital
NYU Langone Levit Medical,40.609927,-73.960577,"1220 Avenue P, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Hospital
St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Hospital
Ocean Ave Dental,40.607744,-73.952734,"2211 Ocean Ave (Ave R), Brooklyn, NY 11229",Brooklyn,Gravesend,Hospital
Quality Laboratory Service,40.592551,-73.950495,"2818 Ocean Ave, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Hospital
Be Well Primary Health Care Center,40.636155,-73.947857,"2019 Nostrand Ave, Brooklyn, NY 11210",Brooklyn,East Flatbush,Hospital
Hartman Jenna Maimonides Community Mental Health Center Brooklyn,40.640308,-73.999567,"920 48th St, Brooklyn, NY 11219",Brooklyn,Kensington,Hospital
Parkway Scanning,40.581628,-73.966702,"2797 Ocean Pkwy, Brooklyn, NY 11235",Brooklyn,Home Crest,Hospital
Brooklyn Eye Surgery Center,40.625241,-73.963077,"1301 Avenue J, Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Hospital
Prospect Park Animal Clinic,40.666686,-73.975408,"105 Prospect Park W (5th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Hospital
DaVita Sheepshead Bay Renal Care Center,40.581845,-73.956657,"26 Brighton 11th St, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Hospital
Essex Crossing - COVID-19 Vaccine Site,40.718048,-73.989499,"244B Broome Street (Ludlow St), New York, NY 10002",New York,Chinatown,Hospital
Chung Ying Physical Therapy & Acupuncture,40.707037,-74.0077,"80 Maiden Ln, New York, NY 10038",New York,Downtown,Hospital
Premiere Pediatrics,40.681185,-73.980812,"110 4th Ave (Warren St), Brooklyn, NY 11217",Brooklyn,Boerum Hill,Hospital
New Generation Medical Practice,40.660319,-73.957023,"1854 Bedford Ave (Maple St.), Brooklyn, NY 11225",Brooklyn,Prospect,Hospital
Apollo Medical PC,40.644222,-73.901757,"187 Conklin Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Hospital
Dentique,40.616938,-73.945291,"2770 Nostrand Ave, Brooklyn, NY 11210",Brooklyn,Manhattan Terrace,Hospital
Motion Physical Therapy,40.655908,-73.950707,"672 Parkside Ave (Nostrand Ave), Brooklyn, NY 11226",Brooklyn,Prospect,Hospital
"Michael Yuryev, DO - Primary Care Doctor | Family Doctor | Brooklyn, NY",40.603227,-73.952473,"2409 Ocean Ave (Ave T and Ave S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Hospital
Spring Ob/Gyn,40.724108,-74.000738,"135 Spring St (Between Wooster and Greene Streets), New York, NY 10012",New York,Downtown,Hospital
Coney Island Hospital,40.585375,-73.965497,"2601 Ocean Pkwy (at Shore Pkwy), Brooklyn, NY 11235",Brooklyn,Home Crest,Hospital
Boro Park Obstetrics & Gynecology,40.626302,-73.993569,"5925 15th Ave (59th St & 60th St), Brooklyn, NY 11219",Brooklyn,Bensonhurst,Hospital
Veterinary Emergency Group,40.721291,-73.960515,"87 Kent St (Kent & N 9th), New York, NY 11222",New York,Greenpoint,Hospital
Hudson Supervised Residence,40.823028,-73.948963,"1649 Amsterdam Ave, New York, NY 10031",New York,Hamilton Grange,Hospital
Russ Berrie Medical Science Pavilion,40.840405,-73.939347,"1150 Saint Nicholas Ave (at W 168th St), New York, NY 10032",New York,Uptown,Hospital
Bronx Lebanon - Fulton Division,40.831428,-73.902953,"1276 Fulton Ave (E 169th St), Bronx, NY 10456",Bronx,Morrisania,Hospital
Morrisania D&Tc,40.836106,-73.920149,"1225 Gerard Ave, Bronx, NY 10452",Bronx,Concourse,Hospital
Qili acupuncture,40.793656,-73.973103,"257 W 94th St (Broadway), New York, NY 10025",New York,Upper West Side,Hospital
Manhattan Oasis Dentistry,40.788437,-73.978495,"525 W End Ave, New York, NY 10024",New York,Upper West Side,Hospital
West End Chiropractic,40.787558,-73.979073,"495 W End Ave, New York, NY 10024",New York,Upper West Side,Hospital
Sutton Place Dental Associates,40.757252,-73.962076,"433 E 56th St, New York, NY 10022",New York,Midtown,Hospital
One Medical,40.753044,-73.980986,"489 5th Ave (42nd St), New York, NY 10017",New York,Midtown,Hospital
Mount Sinai West Care Medical Associates,40.780247,-73.975947,"50 W 77th St (Columbus Ave), New York, NY 10024",New York,Lincoln Square,Hospital
Sydenham Hospital,40.80514,-73.953567,"264 W 118th St, New York, NY 10026",New York,Central Harlem,Hospital
Central Park West Wellness,40.778006,-73.974985,"146 Central Park W (75th St.), New York, NY 10023",New York,Lincoln Square,Hospital
Mount Sinai Beth Israel Hospital Emergency Department,40.733331,-73.982851,"10 Nathan D Perlman Pl (At 1st Ave), New York, NY 10003",New York,East Village,Hospital
"Bergeron, Richard - Medical Offices of Manhattan",40.765259,-73.963303,"201 E 65th St (3rd Ave), New York, NY 10065",New York,Lenox Hill,Hospital
BluePearl Veterinary Partners,40.766716,-73.987347,"410 W 55th St (9th Avenue), New York, NY 10019",New York,Clinton,Hospital
NYU Langone Neurology Consultants of NY,40.749267,-73.974084,"222 E 41st St, New York, NY 10017",New York,East Side,Hospital
Mount Sinai Doctors - West 14th Street,40.738987,-74.001064,"226 W 14th St (btwn 7th & 8th), New York, NY 10011",New York,Chelsea,Hospital
Acuworx Acupuncture Studio,40.721111,-74.047154,"190 Christopher Columbus Dr, Jersey City, NJ 07302",Jersey City,Battery Park City,Hospital
"Vassallo, Milo Dr-ENT & Allergy Associates",40.69653,-73.991534,"300 Cadman Plz W (Clark St), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Hospital
Bellevue Hospital Center Speciality Surgery,40.739363,-73.975227,"462 1st Ave (btwn 26th & 28th St), New York, NY 10016",New York,Kips Bay,Hospital
NewYork-Presbyterian Lower Manhattan Hospital,40.710132,-74.004943,"170 William St (at Gold St), New York, NY 10038",New York,City Hall,Hospital
Hernandez Aurea - Central Harlam Health STN,40.81373,-73.937147,"2238 5th Ave (136th Street), New York, NY 10037",New York,Central Harlem,Hospital
Mount Sinai - Union Square,40.734661,-73.98954,"10 Union Sq E (btwn E 14th & E15th St), New York, NY 10003",New York,Downtown,Hospital
"Mount Sinai, Department Of Dermatology",40.789201,-73.954046,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Hospital
Memorial Sloan Kettering Cancer Center,40.764001,-73.956077,"1275 York Ave (btwn 67th & 68th St), New York, NY 10065",New York,Lenox Hill,Hospital
Long Island Jewish Forest Hills,40.728927,-73.851626,"10201 66th Rd (North Shore-LIJ Health System), Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
Blue Lagoon Holistic Med Spa,40.763135,-73.915383,"3027 Steinway St (2nd Floor), Astoria, NY 11103",Astoria,Astoria,Hospital
Woodhaven Braces,40.693317,-73.852426,"8708 Woodhaven Blvd (Jamicia Ave.), Woodhaven, NY 11421",Woodhaven,Brooklyn Manor,Hospital
VIP Dental Care,40.720325,-73.842235,"10862 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
Dr Yu - Pediatricians,40.72225,-73.88438,"Lutheran Ave, Middle Village, NY 11379",Middle Village,Maspeth,Hospital
Queens Medical Group,40.705634,-73.798992,"8931 161st St (90 Ave.), Jamaica, NY 11432",Jamaica,Jamaica,Hospital
NY Med,40.721726,-73.848527,"6915 Austin St, Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
"Esposito Stephen, MD",40.758825,-73.783613,"4223 Francis Lewis Blvd, Bayside, NY 11361",Bayside,Bayside,Hospital
ProHEALTH Pediatrics-Park Avenue,40.782424,-73.955139,"1111 Park Ave, New York, NY 10128",New York,Carnegie Hill,Hospital
Nyu Medical Center,40.741925,-73.974235,"550 1st Ave (btwn E 30th & E 34th St), New York, NY 10016",New York,East Side,Hospital
First Choice Dental,40.745511,-73.883888,"8114 Baxter Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Hospital
Davis Visionworks,40.733539,-73.869256,"91 41 Queens Blvd, Elmhurst, NY 11373",Elmhurst,LeFrak City,Hospital
Shop Eyeglasses Today,40.752272,-73.870817,"3537 Junction Blvd, Corona, NY 11368",Corona,Corona,Hospital
Juniper Valley Animal Hospital,40.715936,-73.88659,"6308 69th Pl (Penelope Ave), Middle Village, NY 11379",Middle Village,Fresh Pond Junction,Hospital
BluePearl Specialty + Emergency Medicine for Pets,40.720309,-73.842846,"10728 71st Rd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
Oasis Family Dental,40.696155,-73.838571,"10911 Jamaica Ave, Richmond Hill, NY 11418",Richmond Hill,Richmond Hill,Hospital
TJH Medical Services PC,40.75506,-73.817111,"14601 45th Ave (Burling St.), Flushing, NY 11355",Flushing,Flushing,Hospital
Maternity Infant Care-Family Planning,40.760287,-73.834201,"13330 37th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Hospital
Chon Youngmi,40.763408,-73.828241,"3616 Union St, Flushing, NY 11354",Flushing,Down Town Flushing,Hospital
NSLIJ Employee Health Services,40.75703,-73.706381,"410 Lakeville Rd, New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Hospital
Steps To Success Occupatiinal Therapy,40.725896,-73.717828,"24902 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Hospital
Long Island Contact Lens Services,40.757034,-73.695245,"1983 Marcus Ave, New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Hospital
Advantagecare Physicians,40.710904,-73.856207,"9610 Metropolitan Ave, Forest Hills, NY 11375",Forest Hills,Parkside,Hospital
Ronald A Csillag,40.769477,-73.774156,"3438 Bell Blvd, Bayside, NY 11361",Bayside,Bayside,Hospital
Wachtel Nina,40.725698,-73.845092,"10828 68th Dr, Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
Bibiana Stephen MD,40.753343,-73.707132,"27005 76th Ave, New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Hospital
Ayam De Leon Pt Pc,40.713274,-73.791145,"172 Highland Ave, Jamaica, NY 11432",Jamaica,Jamaica Hills,Hospital
Brighter Dental Center,40.725944,-73.718048,"24902 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Hospital
Metropolitan Smiles,40.705732,-73.830975,"11956 Metropolitan Ave (Brevoort Street), Kew Gardens, NY 11415",Kew Gardens,Briarwood,Hospital
Mhra Of NYC,40.704915,-73.799708,"9040 160th St, Jamaica, NY 11432",Jamaica,Jamaica,Hospital
Jamaica Hospital Medical Center,40.701253,-73.816418,"8900 Van Wyck Expy (btwn 89th & 91st Ave.), Jamaica, NY 11418",Jamaica,Briarwood,Hospital
Shapiro Louis DDS,40.725894,-73.717915,"24912 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Hospital
Look N See Optical,40.618326,-73.728834,"348 Central Ave, Lawrence, NY 11559",Lawrence,Far Rockaway,Hospital
Belle Harbor Manor,40.577524,-73.845051,"209 Beach 125th St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Hospital
Accord Physicians,40.587158,-73.955294,"2632 E 14th St (Avenue Z), Brooklyn, NY 11235",Brooklyn,Little Odessa,Hospital
ProFitness Physical Therapy - Upper East Side,40.777886,-73.955314,"171 E 84th St (btwn Lexington & Third), New York, NY 10028",New York,Upper East Side,Hospital
Midopa Optics,40.760469,-73.827131,"13689 Roosevelt Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Hospital
Leena Doshi MD,40.756025,-73.815267,"4355 147th St, Flushing, NY 11355",Flushing,Flushing,Hospital
Ocean Promenade Rehab & Nursing,40.578908,-73.833178,"140 Beach 113th St, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Hospital
Animal Hospital of the Rockaways,40.582304,-73.837173,"11410 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Hospital
Horowitz Ernest,40.582304,-73.837173,"11412 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Hospital
Cho Orthodontics,40.773449,-73.774992,"3206 Bell Blvd, Bayside, NY 11361",Bayside,Bayside,Hospital
Brightpoint Health,40.695377,-73.803778,"10504 Sutphin Blvd (105th Ave), Queens, NY 11435",Queens,Jamaica,Hospital
Dr Amin Office,40.728694,-73.744109,"8902 Springfield Blvd, Queens Village, NY 11427",Queens Village,Bellaire,Hospital
Queens Medical Imaging,40.721777,-73.84866,"6915 Austin St (Btw 69th Rd and Yellowstone Blvd), Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
